sample_id,combo,camera_source,motion_source,camera_focal_l1_mean,camera_principal_l1_mean,camera_rotation_deg_max,camera_rotation_deg_mean,camera_translation_l2_max,camera_translation_l2_mean,joint_velocity_l2_mean,mpjpe_max,mpjpe_mean,num_frames,projection_onscreen_fraction,projection_positive_depth_fraction,projection_visible_fraction,projection_xy_l2_mean_px,projection_xy_l2_visible_mean_px,rifke_l1_mean,rifke_l2_frame_mean,root_joint_l2_max,root_joint_l2_mean,root_velocity_l2_mean
2015_xNGdLsWV0_k_00008_000_a,pulp_camera+gt_motion,pulp,gt,10.789827346801758,0.0,4.057916164398193,1.2636064291000366,0.11336574703454971,0.045434288680553436,0.0,0.0,0.0,99,0.2598714416896235,1.0,1.0,41.60973358154297,41.60973358154297,0.0,0.0,0.0,0.0,0.0
2015_xNGdLsWV0_k_00008_000_a,gt_camera+pulp_motion,gt,pulp,0.0,0.0,0.0,0.0,0.0,0.0,0.013205050490796566,0.2550148069858551,0.06590510904788971,99,0.28512396694214875,1.0,1.0,47.105865478515625,47.105865478515625,0.014987862668931484,0.502536952495575,0.2092934101819992,0.049990471452474594,0.008933119475841522
2015_xNGdLsWV0_k_00008_000_a,pulp_camera+pulp_motion,pulp,pulp,10.789827346801758,0.0,4.057916164398193,1.2636064291000366,0.11336574703454971,0.045434288680553436,0.013205050490796566,0.2550148069858551,0.06590510904788971,99,0.24793388429752067,1.0,1.0,58.57853317260742,58.57853317260742,0.014987862668931484,0.502536952495575,0.2092934101819992,0.049990471452474594,0.008933119475841522
2019_1Ylk2e-x--8_00017_000_a,gt_camera+gt_motion,gt,gt,0.0,0.0,0.03956468030810356,0.006936970166862011,0.0,0.0,0.0,0.0,0.0,168,0.6336580086580087,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019_1Ylk2e-x--8_00017_000_a,vae_camera+gt_motion,vae,gt,0.0,0.0,7.736037254333496,2.055260181427002,0.1407543420791626,0.006275651045143604,0.0,0.0,0.0,168,0.5792748917748918,1.0,1.0,24.862516403198242,24.862516403198242,0.0,0.0,0.0,0.0,0.0
2019_1Ylk2e-x--8_00017_000_a,gt_camera+vae_motion,gt,vae,0.0,0.0,0.03956468030810356,0.006936970166862011,0.0,0.0,0.018266599625349045,1.5529676675796509,0.6188798546791077,168,0.3695887445887446,1.0,1.0,126.9074478149414,126.9074478149414,0.01581469178199768,0.34061259031295776,1.2424830198287964,0.6224787831306458,0.01804942823946476
2019_1Ylk2e-x--8_00017_000_a,vae_camera+vae_motion,vae,vae,0.0,0.0,7.736037254333496,2.055260181427002,0.1407543420791626,0.006275651045143604,0.018266599625349045,1.5529676675796509,0.6188798546791077,168,0.3587662337662338,1.0,1.0,148.32395935058594,148.32395935058594,0.01581469178199768,0.34061259031295776,1.2424830198287964,0.6224787831306458,0.01804942823946476
2019_1Ylk2e-x--8_00017_000_a,pulp_camera+gt_motion,pulp,gt,7.021372318267822,0.0,3.624500274658203,0.8157662749290466,0.2502119839191437,0.15707199275493622,0.0,0.0,0.0,168,0.4721320346320346,1.0,1.0,55.31666564941406,55.31666564941406,0.0,0.0,0.0,0.0,0.0
2019_1Ylk2e-x--8_00017_000_a,gt_camera+pulp_motion,gt,pulp,0.0,0.0,0.03956468030810356,0.006936970166862011,0.0,0.0,0.0158506128937006,1.1683341264724731,0.1258561611175537,168,0.60254329004329,1.0,1.0,40.372955322265625,40.372955322265625,0.013455001637339592,0.37811756134033203,0.9363325238227844,0.08586002886295319,0.014538955874741077
2019_1Ylk2e-x--8_00017_000_a,pulp_camera+pulp_motion,pulp,pulp,7.021372318267822,0.0,3.624500274658203,0.8157662749290466,0.2502119839191437,0.15707199275493622,0.0158506128937006,1.1683341264724731,0.1258561611175537,168,0.33116883116883117,1.0,1.0,87.680908203125,87.680908203125,0.013455001637339592,0.37811756134033203,0.9363325238227844,0.08586002886295319,0.014538955874741077
2017_ki3zzZ-GsGI_00002_000_a,gt_camera+gt_motion,gt,gt,0.0,0.0,0.02797645330429077,0.003376468550413847,0.0,0.0,0.0,0.0,0.0,58,0.7272727272727273,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017_ki3zzZ-GsGI_00002_000_a,vae_camera+gt_motion,vae,gt,0.0,0.0,4.424211025238037,0.4444611668586731,0.13524819910526276,0.0057095978409051895,0.0,0.0,0.0,58,0.7272727272727273,1.0,1.0,5.903578758239746,5.903578758239746,0.0,0.0,0.0,0.0,0.0
2017_ki3zzZ-GsGI_00002_000_a,gt_camera+vae_motion,gt,vae,0.0,0.0,0.02797645330429077,0.003376468550413847,0.0,0.0,0.022405844181776047,0.580037534236908,0.28636059165000916,58,0.7272727272727273,1.0,1.0,77.97127532958984,77.97127532958984,0.014188754372298717,0.2956705093383789,0.4714128077030182,0.28182050585746765,0.02182922326028347
2017_ki3zzZ-GsGI_00002_000_a,vae_camera+vae_motion,vae,vae,0.0,0.0,4.424211025238037,0.4444611668586731,0.13524819910526276,0.0057095978409051895,0.022405844181776047,0.580037534236908,0.28636059165000916,58,0.7272727272727273,1.0,1.0,77.82363891601562,77.82363891601562,0.014188754372298717,0.2956705093383789,0.4714128077030182,0.28182050585746765,0.02182922326028347
2017_ki3zzZ-GsGI_00002_000_a,pulp_camera+gt_motion,pulp,gt,19.81316375732422,0.0,8.314274787902832,0.9587459564208984,0.07006581872701645,0.06441590189933777,0.0,0.0,0.0,58,0.7241379310344828,1.0,1.0,21.02010726928711,21.02010726928711,0.0,0.0,0.0,0.0,0.0
2017_ki3zzZ-GsGI_00002_000_a,gt_camera+pulp_motion,gt,pulp,0.0,0.0,0.02797645330429077,0.003376468550413847,0.0,0.0,0.024068178609013557,1.0419318675994873,0.13668914139270782,58,0.7202194357366771,1.0,1.0,23.345840454101562,23.345840454101562,0.015022199600934982,0.4263254404067993,0.7377566695213318,0.1051873117685318,0.021475784480571747
2017_ki3zzZ-GsGI_00002_000_a,pulp_camera+pulp_motion,pulp,pulp,19.81316375732422,0.0,8.314274787902832,0.9587459564208984,0.07006581872701645,0.06441590189933777,0.024068178609013557,1.0419318675994873,0.13668914139270782,58,0.7092476489028213,1.0,1.0,25.581064224243164,25.581064224243164,0.015022199600934982,0.4263254404067993,0.7377566695213318,0.1051873117685318,0.021475784480571747
2011_Fh-7WQr_daM_00005_003_b,gt_camera+gt_motion,gt,gt,0.0,0.0,0.02797645330429077,0.0007880690973252058,0.0,0.0,0.0,0.0,0.0,71,0.3681177976952625,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011_Fh-7WQr_daM_00005_003_b,vae_camera+gt_motion,vae,gt,0.0,0.0,12.442736625671387,3.219209671020508,0.8224650025367737,0.026096871122717857,0.0,0.0,0.0,71,0.3181818181818182,1.0,1.0,63.666526794433594,63.666526794433594,0.0,0.0,0.0,0.0,0.0
