status	path	source_url	original_logged_bytes	overcompressed_bytes	downloaded_bytes	final_bytes	method	reason
replaced	obsidian-vault/paperPDFs/CVPR_2026/RoadSceneBench_A_Lightweight_Benchmark_for_Mid_Level_Road_Scene_Understanding.pdf	https://arxiv.org/abs/2511.22466	26153444	1252516	26153444	9334658	gs-600dpi-q100; 8.90MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2025/MatCLIP_Light-_and_Shape-Insensitive_Assignment_of_PBR_Material_Models.pdf	http://arxiv.org/abs/2501.15981	26094934	603553	26094934	2000445	gs-600dpi-q100; 1.91MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/WildPose_A_Unified_Framework_for_Robust_Pose_Estimation_in_the_Wild.pdf	https://arxiv.org/abs/2605.12774	26048181	692786	26048181	2567138	gs-600dpi-q100; 2.45MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2022/Self_conditioned_Generative_Adversarial_Networks_for_Image_Editing.pdf	https://arxiv.org/abs/2202.04040	26149290	706565	26149290	4408659	gs-600dpi-q100; 4.20MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2025/Fast_Isotropic_Median_Filtering.pdf	http://arxiv.org/abs/2505.22938	26000479	905586	26000479	17736485	gs-600dpi-q100; 16.91MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/A_Style_is_Worth_One_Code_Unlocking_Code_to_Style_Image_Generation_with_Discrete_Style_Space.pdf	https://arxiv.org/abs/2511.10555	25981503	2550963	25981503	12967280	gs-600dpi-q100; 12.37MiB	ok
replaced	obsidian-vault/paperPDFs/NEURIPS_2025/CineTechBench_A_Benchmark_for_Cinematographic_Technique_Understanding_and_Generation.pdf	https://arxiv.org/abs/2505.15145	25999529	1585763	25999529	6173579	gs-600dpi-q100; 5.89MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2022/NeuralTailor_Reconstructing_Sewing_Pattern_Structures_From_3D_Point_Clouds_of_Garments.pdf	https://arxiv.org/abs/2201.13063	25698174	852824	25698174	3001710	gs-600dpi-q100; 2.86MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Efficient_GPU_Cloth_Simulation_with_Non_distance_Barriers_and_Subspace_Reuse.pdf	https://arxiv.org/abs/2403.19272	25750807	1323009	25750807	4941621	gs-600dpi-q100; 4.71MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/SketchFaceGS_Real_Time_Sketch_Driven_Face_Editing_and_Generation_with_Gaussian_Splatting.pdf	https://arxiv.org/abs/2604.19202	25682904	642245	25682904	3495561	gs-600dpi-q100; 3.33MiB	ok
replaced	obsidian-vault/paperPDFs/arxiv_2025/SMAP_Self_supervised_Motion_Adaptation_for_Physically_Plausible_Humanoid_Whole_body_Control.pdf	https://arxiv.org/abs/2505.19463	25664851	1250796	25664851	11387648	gs-600dpi-q100; 10.86MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Asynchronous_Collaborative_Autoscanning_with_Mode_Switching_for_Multi_Robot_Scene_Reconstruction.pdf	https://arxiv.org/abs/2210.04413	25411461	1345206	25411461	3117426	gs-600dpi-q100; 2.97MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2023/A_Convex_Optimization_Framework_for_Regularized_Geodesic_Distances.pdf	https://arxiv.org/abs/2305.13101	25342004	926826	25342004	8640397	gs-600dpi-q100; 8.24MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/RewardFlow_Generate_Images_by_Optimizing_What_You_Reward.pdf	https://arxiv.org/abs/2604.08536	25329012	1811892	25329012	12851232	gs-600dpi-q100; 12.26MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/AVA_VLA_Improving_Vision_Language_Action_models_with_Active_Visual_Attention.pdf	https://arxiv.org/abs/2511.18960	25082514	1212677	25082761	2141964	gs-600dpi-q100; 2.04MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/Chorus_Multi_Teacher_Pretraining_for_Holistic_3D_Gaussian_Scene_Encoding.pdf	https://arxiv.org/abs/2512.17817	25069289	1590774	25069289	8945183	gs-600dpi-q100; 8.53MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2025/GarmentImage_Raster_Encoding_of_Garment_Sewing_Patterns_with_Diverse_Topologies.pdf	http://arxiv.org/abs/2505.02592	25046385	2490223	25046385	3118235	gs-600dpi-q100; 2.97MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/Sampling_Aware_Quantization_for_Diffusion_Models.pdf	https://arxiv.org/abs/2505.02242	24998363	1161335	24998363	6377539	gs-600dpi-q100; 6.08MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/SoccerMaster_A_Vision_Foundation_Model_for_Soccer_Understanding.pdf	https://arxiv.org/abs/2512.11016	24766821	1540216	24766821	10579038	gs-600dpi-q100; 10.09MiB	ok
replaced	obsidian-vault/paperPDFs/arxiv_2025/WorldMirror_Universal_3D_World_Reconstruction_with_Any_Prior_Prompting.pdf	https://arxiv.org/abs/2510.10726	25047078	1066929	25047078	5227560	gs-600dpi-q100; 4.99MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/Adaptive_Action_Chunking_at_Inference_time_for_Vision_Language_Action_Models.pdf	https://arxiv.org/abs/2604.04161	24686104	446245	24686104	2553915	gs-600dpi-q100; 2.44MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_2023/QuestEnvSim_Environment_aware_Simulated_Motion_Tracking_From_Sparse_Sensor_Input.pdf	https://arxiv.org/pdf/2306.05666.pdf	24682640	421733	24682640	1213822	gs-600dpi-q100; 1.16MiB	ok
replaced	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/SCULPTOR_Skeleton_Consistent_Face_Creation_Using_a_Learned_Parametric_Generator.pdf	https://arxiv.org/abs/2209.06423	24602929	2428550	24602929	7674905	gs-600dpi-q100; 7.32MiB	ok
replaced	obsidian-vault/paperPDFs/CVPR_2026/Wan_Weaver_Interleaved_Multi_modal_Generation_via_Decoupled_Training.pdf	https://arxiv.org/abs/2603.25706	24571188	1888371	24571188	12924614	gs-600dpi-q100; 12.33MiB	ok
