status	setting	original_bytes	new_bytes	original_pages	new_pages	path	detail
replaced	ebook	35222567	2790824	50	50	obsidian-vault/paperPDFs/ICLR_2026/Seeing_Across_Views_Benchmarking_Spatial_Reasoning_of_Vision_Language_Models_in_Robotic_Scenes.pdf	qpdf ok
replaced	ebook	35807040	2481528	34	34	obsidian-vault/paperPDFs/arxiv_2026/Lance:_Unified_Multimodal_Modeling_by_Multi-Task_Synergy.pdf	qpdf ok
replaced	ebook	35343825	795303	12	12	obsidian-vault/paperPDFs/SIGGRAPH_2025/3DGH_3D_Head_Generation_with_Composable_Hair_and_Face.pdf	qpdf ok
replaced	ebook	35019282	1406591	10	10	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/A_Micrograin_BSDF_Model_for_the_Rendering_of_Porous_Layers.pdf	qpdf ok
replaced	ebook	35177552	1432249	16	16	obsidian-vault/paperPDFs/SIGGRAPH_2025/Variable_Shared_Template_for_Consistent_Non_rigid_ICP.pdf	qpdf ok
replaced	ebook	35146770	451342	9	9	obsidian-vault/paperPDFs/SIGGRAPH_2024/Modal_Folding_Discovering_Smooth_Folding_Patterns_for_Sheet_Materials_Using_Strain_space_Modes.pdf	qpdf ok
replaced	ebook	35215037	8444792	24	24	obsidian-vault/paperPDFs/CVPR_2026/UDAPose_Unsupervised_Domain_Adaptation_for_Low_Light_Human_Pose_Estimation.pdf	qpdf ok
replaced	ebook	34962239	834898	24	24	obsidian-vault/paperPDFs/TMLR_2024/Semi_Supervised_Semantic_Segmentation_via_Marginal_Contextual_Information.pdf	qpdf ok
replaced	ebook	34940112	2264510	43	43	obsidian-vault/paperPDFs/Uncategorized/ICLR_2025/2025_REPA_Representation_Alignment_for_Generation_Training_Diffusion_Transformers_Is_Easier_Than_You_Think.pdf	qpdf ok
replaced	ebook	34999298	1350546	12	12	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Editable_Physically_based_Reflections_in_Raytraced_Gaussian_Radiance_Fields.pdf	qpdf ok
replaced	ebook	35424752	962327	16	16	obsidian-vault/paperPDFs/CVPR_2026/FHAvatar_Fast_and_High_Fidelity_Reconstruction_of_Face_and_Hair_Composable_3D_Head_Avatar_from_Few_Casual_Captures.pdf	qpdf ok
replaced	ebook	34940112	2264510	43	43	obsidian-vault/paperPDFs/ICLR_2025/REPA_Representation_Alignment_for_Generation_Training_Diffusion_Transformers_Is_Easier_Than_You_Think.pdf	qpdf ok
replaced	ebook	34932993	625626	10	10	obsidian-vault/paperPDFs/CVPR_2026/FlashIn_Fast_and_Accurate_Image_Inversion_for_Real_time_Image_Editing.pdf	qpdf ok
replaced	ebook	34930112	566590	10	10	obsidian-vault/paperPDFs/CVPR_2026/Expand_and_Prune_Maximizing_Trajectory_Diversity_for_Effective_GRPO_in_Generative_Models.pdf	qpdf ok
replaced	ebook	34930087	1720171	22	22	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Surface_Reconstruction_Using_Rotation_Systems.pdf	qpdf ok
kept	none	38576799	0	19		obsidian-vault/paperPDFs/ICLR_2026/Arbitrary_Shaped_Image_Generation_via_Spherical_Neural_Field_Diffusion.pdf	timeout after 300s
replaced	ebook	35815093	1333365	21	21	obsidian-vault/paperPDFs/arxiv_2026/AnyMo_Scaling_Any_Modality_Conditional_Motion_Generation_with_Masked_Modeling.pdf	qpdf ok
replaced	ebook	35064518	854544	9	9	obsidian-vault/paperPDFs/SIGGRAPH_2022/Neural_3D_Reconstruction_in_the_Wild.pdf	qpdf ok
replaced	ebook	34625287	1630078	19	19	obsidian-vault/paperPDFs/SIGGRAPH_2022/HRBF_Fusion_Accurate_3D_Reconstruction_From_RGB_D_Data_Using_On_the_fly_Implicits.pdf	qpdf ok
replaced	ebook	35730191	8555348	12	12	obsidian-vault/paperPDFs/Uncategorized/SIGGRAPH_2025/2025_DAM_VSR_Disentanglement_of_Appearance_and_Motion_for_Video_Super_Resolution.pdf	qpdf ok
replaced	ebook	34997606	3212243	23	23	obsidian-vault/paperPDFs/CVPR_2026/Taming_Preference_Mode_Collapse_via_Directional_Decoupling_Alignment_in_Diffusion_Reinforcement_Learning.pdf	qpdf ok
replaced	ebook	35730191	8555348	12	12	obsidian-vault/paperPDFs/SIGGRAPH_2025/DAM-VSR_Disentanglement_of_Appearance_and_Motion_for_Video_Super-Resolution.pdf	qpdf ok
replaced	ebook	34921092	2897155	29	29	obsidian-vault/paperPDFs/SIGGRAPH_2026/Inspiration_Seeds_Learning_Non_Literal_Visual_Combinations_for_Generative_Exploration.pdf	qpdf ok
replaced	ebook	34528270	947650	12	12	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/MALeR_Improving_Compositional_Fidelity_in_Layout_Guided_Generation.pdf	qpdf ok
replaced	ebook	34527735	902607	26	26	obsidian-vault/paperPDFs/CVPR_2026/Med_CMR_A_Fine_Grained_Benchmark_Integrating_Visual_Evidence_and_Clinical_Logic_for_Medical_Complex_Multimodal_Reasoning.pdf	qpdf ok
replaced	ebook	34503872	1170937	11	11	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Portrait_Video_Editing_Empowered_by_Multimodal_Generative_Priors.pdf	qpdf ok
replaced	ebook	34517552	2696264	41	41	obsidian-vault/paperPDFs/ICLR_2026/DM4CT_Benchmarking_Diffusion_Models_for_Computed_Tomography_Reconstruction.pdf	qpdf ok
replaced	ebook	34900883	3297522	21	21	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/VIINTER_View_Interpolation_With_Implicit_Neural_Representations_of_Images.pdf	qpdf ok
replaced	ebook	34492013	956465	15	15	obsidian-vault/paperPDFs/SIGGRAPH_2024/X_SLAM_Scalable_Dense_SLAM_for_Task_aware_Optimization_Using_CSFD.pdf	qpdf ok
replaced	ebook	34430414	5535589	17	17	obsidian-vault/paperPDFs/SIGGRAPH_2025/A_Fully_statistical_Wave_Scattering_Model_for_Heterogeneous_Surfaces.pdf	qpdf ok
replaced	ebook	34376286	2154980	23	23	obsidian-vault/paperPDFs/arxiv_2025/ReDi_Boosting_Generative_Image_Modeling_via_Joint_Image_Feature_Synthesis.pdf	qpdf ok
replaced	ebook	34500904	1462070	26	26	obsidian-vault/paperPDFs/ICLR_2026/SARM_Stage_Aware_Reward_Modeling_for_Long_Horizon_Robot_Manipulation.pdf	qpdf ok
replaced	ebook	34392603	2341978	21	21	obsidian-vault/paperPDFs/SIGGRAPH_2025/Sketch3DVE_Sketch_based_3D_Aware_Scene_Video_Editing.pdf	qpdf ok
replaced	ebook	34419610	914330	10	10	obsidian-vault/paperPDFs/CVPR_2026/FACE_A_Face_based_Autoregressive_Representation_for_High_Fidelity_and_Efficient_Mesh_Generation.pdf	qpdf ok
replaced	ebook	34576801	1645172	19	19	obsidian-vault/paperPDFs/NEURIPS_2024/Director3D_Real_world_Camera_Trajectory_and_3D_Scene_Generation_from_Text.pdf	qpdf ok
replaced	ebook	34878209	1224616	17	17	obsidian-vault/paperPDFs/CVPR_2026/Geometry_as_context_Modulating_Explicit_3D_in_Scene_consistent_Video_Generation_to_Geometry_Context.pdf	qpdf ok
replaced	ebook	34173649	522586	17	17	obsidian-vault/paperPDFs/ICLR_2026/RFS_Reinforcement_learning_with_Residual_flow_steering_for_dexterous_manipulation.pdf	qpdf ok
replaced	ebook	34323929	1283564	16	16	obsidian-vault/paperPDFs/SIGGRAPH_2022/Covector_Fluids.pdf	qpdf ok
replaced	ebook	34333931	1614964	32	32	obsidian-vault/paperPDFs/ICLR_2026/Visual_symbolic_mechanisms_Emergent_symbol_processing_in_Vision_Language_Models.pdf	qpdf ok
replaced	ebook	34105003	436302	14	14	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Interactive_and_Robust_Mesh_Booleans.pdf	qpdf ok
replaced	ebook	33994829	941793	10	10	obsidian-vault/paperPDFs/SIGGRAPH_2022/Closed_loop_Control_of_Direct_Ink_Writing_via_Reinforcement_Learning.pdf	qpdf ok
replaced	ebook	33998666	626984	9	9	obsidian-vault/paperPDFs/SIGGRAPH_2025/Fast_Physics_Based_Modeling_of_Knots_and_Ties_using_Templates.pdf	qpdf ok
replaced	ebook	33966458	2297972	15	15	obsidian-vault/paperPDFs/CVPR_2026/Thermal_is_Always_Wild_Characterizing_and_Addressing_Challenges_in_Thermal_Only_Novel_View_Synthesis.pdf	qpdf ok
replaced	ebook	33906582	1115465	24	24	obsidian-vault/paperPDFs/arxiv_2026/Geometrically_Consistent_Multi_View_Scene_Generation_from_Freehand_Sketches.pdf	qpdf ok
replaced	ebook	34004656	1970093	29	29	obsidian-vault/paperPDFs/SIGGRAPH_2022/DEF_Deep_Estimation_of_Sharp_Geometric_Features_in_3D_Shapes.pdf	qpdf ok
kept	none	38300487	0	31		obsidian-vault/paperPDFs/CVPR_2026/Elastic3D_Controllable_Stereo_Video_Conversion_with_Guided_Latent_Decoding.pdf	size=34281881; pages=31; qpdf=True; checking obsidian-vault/paperPDFs/CVPR_2026/Elastic3D_Controllable_Stereo_Video_Conversion_with_Guided_Latent_Decoding.pdf.tmp-screen.1148802.pdf PDF Version: 1.4 File is not encrypted File is not linearized No syntax or stream encoding errors found; the file may still contain errors that qpdf cannot detect 
replaced	ebook	34802385	2201786	20	20	obsidian-vault/paperPDFs/CVPR_2026/VIVA_VLM_Guided_Instruction_Based_Video_Editing_with_Reward_Optimization.pdf	qpdf ok
replaced	ebook	33732242	1348655	16	16	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/Online_Scene_CAD_Recomposition_via_Autonomous_Scanning.pdf	qpdf ok
replaced	ebook	33840811	2026883	28	28	obsidian-vault/paperPDFs/ICLR_2026/OmniWorld_A_Multi_Domain_and_Multi_Modal_Dataset_for_4D_World_Modeling.pdf	qpdf ok
replaced	ebook	33732389	3151534	49	49	obsidian-vault/paperPDFs/ICLR_2026/CellAgent_LLM_Driven_Multi_Agent_Framework_for_Natural_Language_Based_Single_Cell_Analysis.pdf	qpdf ok
kept	none	37723316	0	25		obsidian-vault/paperPDFs/ICCV_2025/Stable_Virtual_Camera_Generative_View_Synthesis_with_Diffusion_Models.pdf	timeout after 300s
replaced	ebook	35152306	3199208	18	18	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/TileGen_Tileable_Controllable_Material_Generation_and_Capture.pdf	qpdf ok
replaced	ebook	33692545	2504261	16	16	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/Stable_Discrete_Bending_by_Analytic_Eigensystem_and_Adaptive_Orthotropic_Geometric_Stiffness.pdf	qpdf ok
replaced	ebook	34405190	1513647	28	28	obsidian-vault/paperPDFs/ICLR_2026/PhyScensis_Physics_Augmented_LLM_Agents_for_Complex_Physical_Scene_Arrangement.pdf	qpdf ok
replaced	ebook	34102141	3311841	11	11	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Neural_Light_Spheres_for_Implicit_Image_Stitching_and_View_Synthesis.pdf	qpdf ok
replaced	ebook	34435863	3720485	44	44	obsidian-vault/paperPDFs/arxiv_2025/HY_World_2_0_A_Multi_Modal_World_Model_for_Reconstructing_Generating_and_Simulating_3D_Worlds.pdf	qpdf ok
replaced	ebook	33583901	1450726	20	20	obsidian-vault/paperPDFs/SIGGRAPH_2024/ColorVideoVDP_A_Visual_Difference_Predictor_for_Image_Video_and_Display_Distortions.pdf	qpdf ok
replaced	ebook	33710559	1343289	11	11	obsidian-vault/paperPDFs/SIGGRAPH_2024/EASI_Tex_Edge_Aware_Mesh_Texturing_from_Single_Image.pdf	qpdf ok
replaced	ebook	33766345	1277358	25	25	obsidian-vault/paperPDFs/CVPR_2026/Text_Driven_3D_Hand_Motion_Generation_from_Sign_Language_Data.pdf	qpdf ok
replaced	ebook	33579381	2386413	27	27	obsidian-vault/paperPDFs/ICLR_2025/Eliminating_Oversaturation_and_Artifacts_of_High_Guidance_Scales_in_Diffusion_Models.pdf	qpdf ok
replaced	ebook	33542567	1370201	13	13	obsidian-vault/paperPDFs/SIGGRAPH_2023/Orientable_Dense_Cyclic_Infill_for_Anisotropic_Appearance_Fabrication.pdf	qpdf ok
replaced	ebook	33461485	1308274	12	12	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Sprite_from_Sprite_Cartoon_Animation_Decomposition_with_Self_supervised_Sprite_Estimation.pdf	qpdf ok
replaced	ebook	33602341	16571128	12	12	obsidian-vault/paperPDFs/SIGGRAPH_2024/One_Noise_to_Rule_Them_All_Learning_a_Unified_Model_of_Spatially_Varying_Noise_Patterns.pdf	qpdf ok
replaced	ebook	34270652	835283	14	14	obsidian-vault/paperPDFs/arxiv_2025/Hunyuan3D_2_1_From_Images_to_High_Fidelity_3D_Assets_with_Production_Ready_PBR_Material.pdf	qpdf ok
kept	none	37361326	0	17		obsidian-vault/paperPDFs/CVPR_2024/InterHandGen_Two_Hand_Interaction_Generation_via_Cascaded_Reverse_Diffusion.pdf	timeout after 300s
replaced	ebook	33725821	2555940	18	18	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Representing_Long_Volumetric_Video_with_Temporal_Gaussian_Hierarchy.pdf	qpdf ok
replaced	ebook	33196015	2236624	15	15	obsidian-vault/paperPDFs/SGP_2025/FRIDU_Functional_Map_Refinement_with_Guided_Image_Diffusion.pdf	qpdf ok
replaced	ebook	33264338	1468088	20	20	obsidian-vault/paperPDFs/ICLR_2026/BindWeave_Subject_Consistent_Video_Generation_via_Cross_Modal_Integration.pdf	qpdf ok
replaced	ebook	33327245	1399497	12	12	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Look_Ahead_Training_with_Learned_Reflectance_Loss_for_Single_Image_SVBRDF_Estimation.pdf	qpdf ok
replaced	ebook	33446768	11997237	19	19	obsidian-vault/paperPDFs/CVPR_2026/Restore_Text_First_Enhance_Image_Later_Two_Stage_Scene_Text_Image_Super_Resolution_with_Glyph_Structure_Guidance.pdf	qpdf ok
replaced	ebook	32913906	1318186	12	12	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/PartUV_Part_Based_UV_Unwrapping_of_3D_Meshes.pdf	qpdf ok
replaced	ebook	33132262	1381345	12	12	obsidian-vault/paperPDFs/SIGGRAPH_2024/Cross_image_Attention_for_Zero_shot_Appearance_Transfer.pdf	qpdf ok
replaced	ebook	32900905	712741	18	18	obsidian-vault/paperPDFs/PACM_CGIT_2023/Motion_In_Betweening_with_Phase_Manifolds.pdf	qpdf ok
replaced	ebook	33545631	2426794	11	11	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/A_Locality_based_Neural_Solver_for_Optical_Motion_Capture.pdf	qpdf ok
replaced	ebook	32907986	1573176	14	14	obsidian-vault/paperPDFs/arxiv_2026/UniMo:_Unified_Motion_Generation_and_Understanding_with_Chain_of_Thought.pdf	qpdf ok
replaced	ebook	32822041	896204	10	10	obsidian-vault/paperPDFs/SIGGRAPH_2023/A_Hybrid_Generator_Architecture_for_Controllable_Face_Synthesis.pdf	qpdf ok
replaced	ebook	32901416	1942902	26	26	obsidian-vault/paperPDFs/ICLR_2026/FieryGS_In_the_Wild_Fire_Synthesis_with_Physics_Integrated_Gaussian_Splatting_d7901a6ed2cd.pdf	qpdf ok
replaced	ebook	32838198	1115959	15	15	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/GS_3_Efficient_Relighting_with_Triple_Gaussian_Splatting.pdf	qpdf ok
replaced	ebook	33527839	8606856	12	12	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/ELAD_Blind_Face_Restoration_using_Expectation_based_Likelihood_Approximation_and_Diffusion_Prior.pdf	qpdf ok
replaced	ebook	32827707	902067	10	10	obsidian-vault/paperPDFs/SIGGRAPH_2024/Neural_Bounding.pdf	qpdf ok
replaced	ebook	32886191	1788920	24	24	obsidian-vault/paperPDFs/arxiv_2025/Native_and_Compact_Structured_Latents_for_3D_Generation.pdf	qpdf ok
replaced	ebook	32799837	1297770	13	13	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Metappearance_Meta_Learning_for_Visual_Appearance_Reproduction.pdf	qpdf ok
replaced	ebook	32563040	785314	13	13	obsidian-vault/paperPDFs/CVPR_2026/UnReflectAnything_RGB_Only_Highlight_Removal_by_Rendering_Synthetic_Specular_Supervision.pdf	qpdf ok
replaced	ebook	32716183	1944705	38	38	obsidian-vault/paperPDFs/ICLR_2026/CitySeeker_How_Do_VLMs_Explore_Embodied_Urban_Navigation_with_Implicit_Human_Needs.pdf	qpdf ok
replaced	ebook	32500432	1742399	22	22	obsidian-vault/paperPDFs/CVPR_2026/Evidential_Neural_Radiance_Fields.pdf	qpdf ok
replaced	ebook	32579601	1403670	23	23	obsidian-vault/paperPDFs/ICLR_2026/Gradient_Direction_Aware_Density_Control_for_3D_Gaussian_Splatting_c387d81038ca.pdf	qpdf ok
replaced	ebook	34153437	2827047	14	14	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/TEXGen_a_Generative_Diffusion_Model_for_Mesh_Textures.pdf	qpdf ok
replaced	ebook	32933421	3772876	39	39	obsidian-vault/paperPDFs/ICLR_2026/Light_X_Generative_4D_Video_Rendering_with_Camera_and_Illumination_Control_d4dde8c331aa.pdf	qpdf ok
replaced	ebook	32199178	1416028	14	14	obsidian-vault/paperPDFs/SIGGRAPH_2022/EARS_Efficiency_aware_Russian_Roulette_and_Splitting.pdf	qpdf ok
replaced	ebook	32181219	961180	15	15	obsidian-vault/paperPDFs/SIGGRAPH_2024/Neural_Slicer_for_Multi_axis_3D_Printing.pdf	qpdf ok
replaced	ebook	32343507	1290323	15	15	obsidian-vault/paperPDFs/SIGGRAPH_2025/Bernstein_Bounds_for_Caustics.pdf	qpdf ok
replaced	ebook	32572236	4345911	28	28	obsidian-vault/paperPDFs/ICLR_2026/SAFETY_GUIDED_FLOW_SGF_A_UNIFIED_FRAMEWORK_FOR_NEGATIVE_GUIDANCE_IN_SAFE_GENERATION.pdf	qpdf ok
replaced	ebook	32278155	853146	10	10	obsidian-vault/paperPDFs/SIGGRAPH_2022/Implicit_Neural_Representation_for_Physics_driven_Actuated_Soft_Bodies.pdf	qpdf ok
replaced	ebook	32464712	1596950	12	12	obsidian-vault/paperPDFs/SIGGRAPH_2024/Surface_filling_Curve_Flows_via_Implicit_Medial_Axes.pdf	qpdf ok
replaced	ebook	32456939	2514064	45	45	obsidian-vault/paperPDFs/ICLR_2026/AVERE_Improving_Audiovisual_Emotion_Reasoning_with_Preference_Optimization.pdf	qpdf ok
replaced	ebook	32037835	1352704	16	16	obsidian-vault/paperPDFs/SIGGRAPH_2024/Mesh_Neural_Cellular_Automata.pdf	qpdf ok
replaced	ebook	32153314	1137142	14	14	obsidian-vault/paperPDFs/SIGGRAPH_2023/Differentiable_Stripe_Patterns_for_Inverse_Design_of_Structured_Surfaces.pdf	qpdf ok
replaced	ebook	31987121	1226104	19	19	obsidian-vault/paperPDFs/ICLR_2026/Autoregressive_Image_Generation_with_Randomized_Parallel_Decoding.pdf	qpdf ok
replaced	ebook	33581133	2214881	22	22	obsidian-vault/paperPDFs/CVPR_2026/SeeU_Seeing_the_Unseen_World_via_4D_Dynamics_aware_Generation.pdf	qpdf ok
replaced	ebook	31981999	1397505	20	20	obsidian-vault/paperPDFs/CVPR_2026/ZOO_Prune_Training_Free_Token_Pruning_via_Zeroth_Order_Gradient_Estimation_in_Vision_Language_Models.pdf	qpdf ok
replaced	ebook	32411634	1647441	18	18	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/iSeg_Interactive_3D_Segmentation_via_Interactive_Attention.pdf	qpdf ok
replaced	ebook	31800268	3037175	22	22	obsidian-vault/paperPDFs/CVPR_2026/Flash_DMD_Towards_High_Fidelity_Few_Step_Image_Generation_with_Efficient_Distillation_and_Joint_Reinforcement_Learning.pdf	qpdf ok
replaced	ebook	32467744	1020396	13	13	obsidian-vault/paperPDFs/SIGGRAPH_2022/Mixed_Integer_Neural_Inverse_Design.pdf	qpdf ok
replaced	ebook	31819857	3968028	15	15	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Generating_the_Past_Present_and_Future_from_a_Motion_Blurred_Image.pdf	qpdf ok
replaced	ebook	31892048	1132468	12	12	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/EGG_Fusion_Efficient_3D_Reconstruction_with_Geometry_aware_Gaussian_Surfel_on_the_Fly.pdf	qpdf ok
replaced	ebook	31785203	1900725	30	30	obsidian-vault/paperPDFs/NeurIPS_2024/Smoothed_Energy_Guidance_Guiding_Diffusion_Models_with_Reduced_Energy_Curvature_of_Attention.pdf	qpdf ok
kept	none	36056124	0	11		obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/Drivable_Avatar_Clothing_Faithful_Full_Body_Telepresence_with_Dynamic_Clothing_Driven_by_Sparse_RGB_D_Input.pdf	timeout after 300s
kept	none	35991395	0	32		obsidian-vault/paperPDFs/CVPR_2026/PosterReward_Unlocking_Accurate_Evaluation_for_High_Quality_Graphic_Design_Generation.pdf	timeout after 300s
replaced	ebook	31597559	1014348	12	12	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Online_Neural_Denoising_with_Cross_Regression_for_Interactive_Rendering.pdf	qpdf ok
replaced	ebook	31592974	1791199	11	11	obsidian-vault/paperPDFs/SIGGRAPH_2024/EyeIR_Single_Eye_Image_Inverse_Rendering_in_the_Wild.pdf	qpdf ok
replaced	ebook	31673354	1362025	18	18	obsidian-vault/paperPDFs/SIGGRAPH_2026/Strips_as_Tokens_Artist_Mesh_Generation_with_Native_UV_Segmentation.pdf	qpdf ok
replaced	ebook	31568254	1298637	11	11	obsidian-vault/paperPDFs/SIGGRAPH_2024/Modeling_Ambient_Scene_Dynamics_for_Free-view_Synthesis.pdf	qpdf ok
replaced	ebook	31515124	560892	9	9	obsidian-vault/paperPDFs/SIGGRAPH_2022/NeuralPassthrough_Learned_Real_time_View_Synthesis_for_VR.pdf	qpdf ok
replaced	ebook	31718269	1814550	23	23	obsidian-vault/paperPDFs/ICLR_2026/UFO_4D_Unposed_Feedforward_4D_Reconstruction_from_Two_Images_f4891bdea6ab.pdf	qpdf ok
replaced	ebook	32023115	629257	12	12	obsidian-vault/paperPDFs/SIGGRAPH_2022/GANimator_Neural_Motion_Synthesis_From_a_Single_Sequence.pdf	qpdf ok
replaced	ebook	31499637	968778	15	15	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/All_you_need_is_rotation_Construction_of_developable_strips.pdf	qpdf ok
replaced	ebook	31546639	2065601	22	22	obsidian-vault/paperPDFs/SIGGRAPH_2026/B_repLer_Language_guided_Editing_of_CAD_Models.pdf	qpdf ok
replaced	ebook	31644821	608405	10	10	obsidian-vault/paperPDFs/SIGGRAPH_2022/Drivable_Volumetric_Avatars_Using_Texel_aligned_Features.pdf	qpdf ok
replaced	ebook	31384207	606368	11	11	obsidian-vault/paperPDFs/SIGGRAPH_2025/DeepMill_Neural_Accessibility_Learning_for_Subtractive_Manufacturing.pdf	qpdf ok
replaced	ebook	33629559	1958260	17	17	obsidian-vault/paperPDFs/CVPR_2026/InterPrior_Scaling_Generative_Control_for_Physics_Based_Human_Object_Interactions.pdf	qpdf ok
replaced	ebook	31316777	570612	10	10	obsidian-vault/paperPDFs/CVPR_2026/GIFSplat_Generative_Prior_Guided_Iterative_Feed_Forward_3D_Gaussian_Splatting_from_Sparse_Views.pdf	qpdf ok
replaced	ebook	31320581	867152	17	17	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/VASCO_Volume_and_Surface_Co_Decomposition_for_Hybrid_Manufacturing.pdf	qpdf ok
replaced	ebook	31448940	2760497	25	25	obsidian-vault/paperPDFs/SIGGRAPH_2026/CasLayout_Cascaded_3D_Layout_Diffusion_for_Indoor_Scene_Synthesis_with_Implicit_Relation_Modeling.pdf	qpdf ok
replaced	ebook	32025769	1944208	11	11	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/From_Rigging_to_Waving_3D_Guided_Diffusion_for_Natural_Animation_of_Hand_Drawn_Characters.pdf	qpdf ok
replaced	ebook	31511280	903950	30	30	obsidian-vault/paperPDFs/ICLR_2026/An_Information_Theoretic_Framework_For_Optimizing_Experimental_Design_To_Distinguish_Probabilistic_Neural_Codes.pdf	qpdf ok
replaced	ebook	31125935	1853410	30	30	obsidian-vault/paperPDFs/ICLR_2026/SafeFlowMatcher_Safe_and_Fast_Planning_using_Flow_Matching_with_Control_Barrier_Functions.pdf	qpdf ok
replaced	ebook	31871401	1271666	20	20	obsidian-vault/paperPDFs/CVPR_2026/MotionCrafter_Dense_Geometry_and_Motion_Reconstruction_with_a_4D_VAE.pdf	qpdf ok
replaced	ebook	31604200	708228	18	18	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Reliable_Iterative_Dynamics_A_Versatile_Method_for_Fast_and_Robust_Simulation.pdf	qpdf ok
replaced	ebook	31089157	761854	12	12	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Shoot_Bounce_3D_Single_Shot_Occlusion_Aware_3D_from_Lidar_by_Decomposing_Two_Bounce_Light.pdf	qpdf ok
replaced	ebook	31526225	1794767	21	21	obsidian-vault/paperPDFs/SIGGRAPH_2026/SMP_Reusable_Score_Matching_Motion_Priors_for_Physics_Based_Character_Control.pdf	qpdf ok
replaced	ebook	31285048	1771815	26	26	obsidian-vault/paperPDFs/CVPR_2026/ReMoGen_Real_time_Human_Interaction_to_Reaction_Generation_via_Modular_Learning_from_Diverse_Data.pdf	qpdf ok
replaced	ebook	31495195	1325559	12	12	obsidian-vault/paperPDFs/SIGGRAPH_2024/Terrain_Amplification_Using_Multi_Scale_Erosion.pdf	qpdf ok
replaced	ebook	31046858	873055	23	23	obsidian-vault/paperPDFs/ICLR_2026/InfoTok_Adaptive_Discrete_Video_Tokenizer_via_Information_Theoretic_Compression.pdf	qpdf ok
replaced	ebook	31026887	2057579	16	16	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Robust_Derivative_Estimation_with_Walk_on_Stars.pdf	qpdf ok
replaced	ebook	31084893	1694594	18	18	obsidian-vault/paperPDFs/CVPR_2026/Bridging_the_Perception_Gap_in_Image_Super_Resolution_Evaluation.pdf	qpdf ok
replaced	ebook	31852133	1460286	12	12	obsidian-vault/paperPDFs/SIGGRAPH_2025/AlignTex_Pixel_Precise_Texture_Generation_from_Multi_view_Artwork.pdf	qpdf ok
replaced	ebook	31130545	2219178	11	11	obsidian-vault/paperPDFs/arxiv_2024/RefFusion_Reference_Adapted_Diffusion_Models_for_3D_Scene_Inpainting.pdf	qpdf ok
replaced	ebook	31024368	2297008	11	11	obsidian-vault/paperPDFs/CVPR_2026/What_Is_It_Like_to_Be_a_Noise_An_Entropy_based_Gaussian_Noise_Regularization_for_Diffusion_Models.pdf	qpdf ok
replaced	ebook	31022736	1260747	19	19	obsidian-vault/paperPDFs/CVPR_2026/POLAR_A_Portrait_OLAT_Dataset_and_Generative_Framework_for_Illumination_Aware_Face_Modeling.pdf	qpdf ok
replaced	ebook	31365486	3983047	24	24	obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/TrailBlazer_Trajectory_Control_for_Diffusion_Based_Video_Generation.pdf	qpdf ok
replaced	ebook	30817343	1762100	13	13	obsidian-vault/paperPDFs/SIGGRAPH_2023/Skin_Screen_A_Computational_Fabrication_Framework_for_Color_Tattoos.pdf	qpdf ok
replaced	ebook	30673753	1185307	18	18	obsidian-vault/paperPDFs/CVPR_2026/Revisiting_Geometric_Obfuscation_with_Dual_Convergent_Lines_for_Privacy_Preserving_Image_Queries_in_Visual_Localization.pdf	qpdf ok
