source_index,title,publication,paper,project,code,dataset,model,demo,resource_type,appended
132,MATCHA: Towards Matching Anything,CVPR 2025,https://arxiv.org/abs/2501.14945,https://feixue94.github.io/matcha-project/,https://github.com/feixue94/matcha,,,,paper,yes
133,Light3R-SfM: Towards Feed-forward Structure-from-Motion,CVPR 2025,https://arxiv.org/abs/2501.14914,,,,,,paper,yes
134,GEN3C: 3D-Informed World-Consistent Video Generation with Precise Camera Control,CVPR 2025,https://arxiv.org/abs/2503.03751,https://research.nvidia.com/labs/toronto-ai/GEN3C/,https://github.com/nv-tlabs/GEN3C,,https://huggingface.co/nvidia/GEN3C-Cosmos-7B,,paper,yes
135,3DGUT: Enabling Distorted Cameras and Secondary Rays in Gaussian Splatting,CVPR 2025,https://arxiv.org/abs/2412.12507,https://research.nvidia.com/labs/toronto-ai/3DGUT/,https://github.com/nv-tlabs/3dgrut,https://huggingface.co/datasets/nvidia/PhysicalAI-Autonomous-Vehicles-NuRec,,,paper,yes
136,Difix3D+: Improving 3D Reconstructions with Single-Step Diffusion Models,CVPR 2025,https://arxiv.org/abs/2503.01774,https://research.nvidia.com/labs/toronto-ai/difix3d/,https://github.com/nv-tlabs/Difix3D,,https://huggingface.co/nvidia/difix,https://huggingface.co/spaces/nvidia/difix,paper,yes
137,ReMatching Dynamic Reconstruction Flow,ICLR 2025,https://arxiv.org/abs/2411.00705,https://research.nvidia.com/labs/toronto-ai/ReMatchingDynamicReconstructionFlow/,https://github.com/nv-tlabs/ReMatchingDynamicReconstructionFlow,,,,paper,yes
138,Neural Spacetimes for DAG Representation Learning,ICLR 2025,https://arxiv.org/abs/2408.13885,,,,,,paper,yes
139,Directed Graph Generation with Heat Kernels,TMLR 2025,https://openreview.net/forum?id=60Gi1w6hte,,,,,,paper,yes
140,Stochastic Barnes-Hut Approximation for Fast Summation on the GPU,SIGGRAPH 2025,https://arxiv.org/abs/2506.02219,https://www.dgp.toronto.edu/projects/stochastic-barnes-hut/,,,,,paper,yes
141,OpenVDB,SIGGRAPH 2025 Course,,https://dl.acm.org/doi/10.1145/3721241.3733987,https://github.com/AcademySoftwareFoundation/openvdb,,,,course,yes
142,State of the Art in Grid-Free Monte Carlo Methods for Partial Differential Equations,SIGGRAPH 2025 Course,,https://rohan-sawhney.github.io/mcgp-resources/,,,,,course,yes
143,Unbiased Differential Visibility Using Fixed-Step Walk-on-Spherical-Caps And Closest Silhouettes,SIGGRAPH 2025,https://research.nvidia.com/labs/prl/wu2025diffvisibility/diffvisibility.pdf,,,,,,paper,yes
144,Solving partial differential equations in participating media,SIGGRAPH 2025,https://arxiv.org/abs/2506.08237,https://imaging.cs.cmu.edu/volumetric_walk_on_spheres/,,,,,paper,yes
145,Neurally Integrated Finite Elements for Differentiable Elasticity on Evolving Domains,SIGGRAPH 2025,https://arxiv.org/abs/2410.09417,https://research.nvidia.com/labs/toronto-ai/flexisim/,,,,,paper,yes
146,Optimizing Data Collection for Machine Learning,JMLR 2025,https://www.jmlr.org/papers/v26/23-0292.html,,,,,,paper,yes
147,DistillNeRF: Perceiving 3D Scenes from Single-Glance Images by Distilling Neural Fields and Foundation Model Features,NeurIPS 2024,https://arxiv.org/abs/2406.12095,https://distillnerf.github.io/,https://github.com/NVlabs/distillnerf,,,,paper,yes
148,Training Data Attribution via Approximate Unrolled Differentiation,NeurIPS 2024,https://arxiv.org/abs/2405.12186,,https://github.com/pomonam/kronfluence,,,,paper,yes
149,L4GM: Large 4D Gaussian Reconstruction Model,NeurIPS 2024,https://arxiv.org/abs/2406.10324,https://research.nvidia.com/labs/toronto-ai/l4gm/,https://github.com/nv-tlabs/L4GM-official,,,,paper,yes
150,SCube: Instant Large-Scale Scene Reconstruction using VoxSplats,NeurIPS 2024,https://arxiv.org/abs/2410.20030,https://research.nvidia.com/labs/toronto-ai/scube/,https://github.com/nv-tlabs/SCube,https://huggingface.co/datasets/xrenaa/SCube-Data,,,paper,yes
151,Zero-to-Hero: Enhancing Zero-Shot Novel View Synthesis via Attention Map Filtering,NeurIPS 2024,https://arxiv.org/abs/2405.18677,https://zero2hero-nvs.github.io/,,,,,paper,yes
152,Pricing and Competition for Generative AI,NeurIPS 2024,https://arxiv.org/abs/2411.02661,,,,,,paper,yes
153,MaskedMimic: Unified Physics-Based Character Control Through Masked Motion Inpainting,SIGGRAPH Asia 2024,https://arxiv.org/abs/2409.14393,https://research.nvidia.com/labs/par/maskedmimic/,https://github.com/NVlabs/ProtoMotions,,,,paper,yes
154,SpaceMesh: A Continuous Representation for Learning Manifold Surface Meshes,SIGGRAPH Asia 2024,https://arxiv.org/abs/2409.20562,https://research.nvidia.com/labs/toronto-ai/space-mesh/,,,,,paper,yes
155,Robust Symmetry Detection via Riemannian Langevin Dynamics,SIGGRAPH Asia 2024,https://arxiv.org/abs/2410.02786,https://symmetry-langevin.github.io/,,,,,paper,yes
156,3D Gaussian Ray Tracing: Fast Tracing of Particle Scenes,SIGGRAPH Asia 2024,https://arxiv.org/abs/2407.07090,https://gaussiantracer.github.io/,https://github.com/nv-tlabs/3dgrut,,,,paper,yes
157,LATTE3D: Large-scale Amortized Text-To-Enhanced 3D Synthesis,ECCV 2024,https://arxiv.org/abs/2403.15385,https://research.nvidia.com/labs/toronto-ai/LATTE3D/,,,,,paper,yes
158,MICDrop: Masking Image and Depth Features via Complementary Dropout for Domain-Adaptive Semantic Segmentation,ECCV 2024,https://arxiv.org/abs/2408.16478,,https://github.com/ly-muc/MICDrop,,,,paper,yes
159,NeRF-XL: Scaling NeRFs with Multiple GPUs,ECCV 2024,https://arxiv.org/abs/2404.16221,https://research.nvidia.com/labs/toronto-ai/nerfxl/,,,,,paper,yes
160,Photorealistic Object Insertion with Diffusion-Guided Inverse Rendering,ECCV 2024,https://arxiv.org/abs/2408.09702,https://research.nvidia.com/labs/toronto-ai/DiPIR/,,,,,paper,yes
161,Generating Human Interaction Motions in Scenes with Text Control,ECCV 2024,https://arxiv.org/abs/2404.10685,https://research.nvidia.com/labs/toronto-ai/tesmo/,https://github.com/nv-tlabs/tesmo,,,,paper,yes
162,SPAMming Labels: Efficient Annotations for the Trackers of Tomorrow,ECCV 2024,https://arxiv.org/abs/2404.11426,,https://github.com/nv-dvl/SPAM,,,,paper,yes
163,Better Call SAL: Towards Learning to Segment Anything in Lidar,ECCV 2024,https://arxiv.org/abs/2403.13129,https://research.nvidia.com/labs/dvl/projects/sal,https://github.com/nv-dvl/segment-anything-lidar,,,,paper,yes
164,The NeRFect Match: Exploring NeRF Features for Visual Localization,ECCV 2024,https://arxiv.org/abs/2403.09577,https://nerfmatch.github.io/,https://github.com/nv-dvl/nerfmatch,,,,paper,yes
165,Improving Hyperparameter Optimization with Checkpointed Model Weights,ECCV 2024,https://arxiv.org/abs/2406.18630,https://research.nvidia.com/labs/toronto-ai/FMS/,https://github.com/NVlabs/forecasting-model-search,,,,paper,yes
166,UnScene3D: Unsupervised 3D Instance Segmentation for Indoor Scenes,CVPR 2024,https://arxiv.org/abs/2303.14541,https://rozdavid.github.io/unscene3d,https://github.com/RozDavid/UnScene3D,,,,paper,yes
167,3DiffTection: 3D Object Detection with Geometry-Aware Diffusion Features,CVPR 2024,https://arxiv.org/abs/2311.04391,https://research.nvidia.com/labs/toronto-ai/3difftection/,https://github.com/nv-tlabs/3DiffTection,,,,paper,yes
168,Dynamic LiDAR Re-simulation using Compositional Neural Fields,CVPR 2024,https://arxiv.org/abs/2312.05247,https://shengyuh.github.io/dynfl/,https://github.com/prs-eth/Dynamic-LiDAR-Resimulation,,,,paper,yes
169,Align Your Gaussians: Text-to-4D with Dynamic 3D Gaussians and Composed Diffusion Models,CVPR 2024,https://arxiv.org/abs/2312.13763,https://research.nvidia.com/labs/toronto-ai/AlignYourGaussians/,,,,,paper,yes
170,SeMoLi: What Moves Together Belongs Together,CVPR 2024,https://arxiv.org/abs/2402.19463,https://research.nvidia.com/labs/dvl/projects/semoli/,https://github.com/dvl-tum/SeMoLi,,,,paper,yes
171,SatSynth: Augmenting Image-Mask Pairs through Diffusion Models for Aerial Semantic Segmentation,CVPR 2024,https://arxiv.org/abs/2403.16605,,,,,,paper,yes
172,Hydra-MDP: End-to-end Multimodal Planning with Multi-target Hydra-Distillation,CVPR 2024,https://arxiv.org/abs/2406.06978,,https://github.com/NVlabs/Hydra-MDP,,,,paper,yes
173,Is Ego Status All You Need for Open-Loop End-to-End Autonomous Driving?,CVPR 2024,https://arxiv.org/abs/2312.03031,,https://github.com/NVlabs/BEV-Planner,,,,paper,yes
174,Memorize What Matters: Emergent Scene Decomposition from Multitraversee,NeurIPS 2024,https://arxiv.org/abs/2405.17187,https://nvlabs.github.io/3DGM/,https://github.com/NVlabs/3DGM,,,,paper,yes
175,"Simplicits: Mesh-Free, Geometry-Agnostic, Elastic Simulation",SIGGRAPH 2024,https://arxiv.org/abs/2407.09497,https://research.nvidia.com/labs/toronto-ai/simplicits/,,,,,paper,yes
176,Diffusion Texture Painting,SIGGRAPH 2024,https://dl.acm.org/doi/pdf/10.1145/3641519.3657458,https://research.nvidia.com/labs/toronto-ai/DiffusionTexturePainting/,https://github.com/nv-tlabs/DiffusionTexturePainting,,,,paper,yes
177,"fVDB: A Deep-Learning Framework for Sparse, Large-Scale, and High-Performance Spatial Intelligence",SIGGRAPH 2024,https://arxiv.org/abs/2407.01781,https://developer.nvidia.com/fvdb,https://github.com/openvdb/fvdb-core,,,,paper,yes
178,WaveBlender: Practical Sound-Source Animation in Blended Domains,SIGGRAPH Asia 2024,https://research.nvidia.com/labs/prl/xue2024waveblender/waveblender.pdf,,,,,,paper,yes
179,Differential Walk on Spheres,SIGGRAPH Asia 2024,https://arxiv.org/abs/2405.12964,https://imaging.cs.cmu.edu/differential_walk_on_spheres/,https://github.com/baileymiller/differential_wos,,,,paper,yes
180,Near-realtime Facial Animation by Deep 3D Simulation Super-Resolution,SIGGRAPH 2024,https://arxiv.org/abs/2305.03216,,https://github.com/hjoonpark/3d-sim-super-res,,,,paper,yes
181,Walkin' Robin: Walk on Stars with Robin Boundary Conditions,SIGGRAPH 2024,https://research.nvidia.com/labs/prl/miller2024wost/WoStRobin.pdf,https://imaging.cs.cmu.edu/walk_on_stars_robin/,https://github.com/rohan-sawhney/zombie,,,,paper,yes
182,Monte Carlo Geometry Processing,SGP Graduate School 2024,,https://rohan-sawhney.github.io/mcgp-resources/,https://github.com/rohan-sawhney/mcgp-resources,,,,course,yes
183,NeuralVDB: High-resolution Sparse Volume Representation using Hierarchical Neural Networks,TOG 2024,https://arxiv.org/abs/2208.04448,https://developer.nvidia.com/rendering-technologies/neuralvdb,,,,,paper,yes
184,Decorrelating ReSTIR Samplers via MCMC Mutations,TOG 2024,https://arxiv.org/abs/2211.00166,,,,,,paper,yes
185,SuperPADL: Scaling Language-Directed Physics-Based Control with Progressive Supervised Distillation,SIGGRAPH 2024,https://arxiv.org/abs/2407.10481,https://research.nvidia.com/labs/toronto-ai/super_padl/,https://github.com/nv-tlabs/SuperPADL,,,,paper,yes
