state,importance,paper_title,venue,project_link_or_github_link,paper_link,sort,pdf_path,analysis_path
checked,,Structured Flow Autoencoders: Learning Structured Probabilistic Representations with Flow Matching,ICLR 2026,,https://openreview.net/forum?id=KYdfvF2SZN,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Structured_Flow_Autoencoders_Learning_Structured_Probabilistic_Representations_with_Flow_Matching.pdf,obsidian-vault/analysis/ICLR_2026/Structured_Flow_Autoencoders_Learning_Structured_Probabilistic_Representations_with_Flow_Matching.md
checked,,Study of Training Dynamics for Memory-Constrained Fine-Tuning,ICLR 2026,,https://openreview.net/forum?id=BhfIg0tuti,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Study_of_Training_Dynamics_for_Memory-Constrained_Fine-Tuning.pdf,obsidian-vault/analysis/ICLR_2026/Study_of_Training_Dynamics_for_Memory-Constrained_Fine-Tuning.md
checked,,Supervised Reinforcement Learning: From Expert Trajectories to Step-wise Reasoning,ICLR 2026,,https://openreview.net/forum?id=Uro84w2xz5,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Supervised_Reinforcement_Learning_From_Expert_Trajectories_to_Step-wise_Reasoning.pdf,obsidian-vault/analysis/ICLR_2026/Supervised_Reinforcement_Learning_From_Expert_Trajectories_to_Step-wise_Reasoning.md
checked,,SurvHTE-Bench: A Benchmark for Heterogeneous Treatment Effect Estimation in Survival Analysis,ICLR 2026,,https://openreview.net/forum?id=qG6O3jMkCj,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/SurvHTE-Bench_A_Benchmark_for_Heterogeneous_Treatment_Effect_Estimation_in_Survival_Analysis.pdf,obsidian-vault/analysis/ICLR_2026/SurvHTE-Bench_A_Benchmark_for_Heterogeneous_Treatment_Effect_Estimation_in_Survival_Analysis.md
checked,,T1: Tool-integrated Verification for Test-time Compute Scaling in Small Language Models,ICLR 2026,,https://openreview.net/forum?id=tBkLWfmugI,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/T1_Tool-integrated_Verification_for_Test-time_Compute_Scaling_in_Small_Language_Models.pdf,obsidian-vault/analysis/ICLR_2026/T1_Tool-integrated_Verification_for_Test-time_Compute_Scaling_in_Small_Language_Models.md
checked,,TD-JEPA: Latent-predictive Representations for Zero-Shot Reinforcement Learning,ICLR 2026,,https://openreview.net/forum?id=SzXDuBN8M1,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/TD-JEPA_Latent-predictive_Representations_for_Zero-Shot_Reinforcement_Learning.pdf,obsidian-vault/analysis/ICLR_2026/TD-JEPA_Latent-predictive_Representations_for_Zero-Shot_Reinforcement_Learning.md
checked,,TEST-TIME SCALING IN DIFFUSION LLMS VIA HIDDEN SEMI-AUTOREGRESSIVE EXPERTS,ICLR 2026,,https://openreview.net/forum?id=L5y7in91vd,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/TEST-TIME_SCALING_IN_DIFFUSION_LLMS_VIA_HIDDEN_SEMI-AUTOREGRESSIVE_EXPERTS.pdf,obsidian-vault/analysis/ICLR_2026/TEST-TIME_SCALING_IN_DIFFUSION_LLMS_VIA_HIDDEN_SEMI-AUTOREGRESSIVE_EXPERTS.md
checked,,THOR: Tool-Integrated Hierarchical Optimization via RL for Mathematical Reasoning,ICLR 2026,,https://openreview.net/forum?id=0Af7UiJISU,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/THOR_Tool-Integrated_Hierarchical_Optimization_via_RL_for_Mathematical_Reasoning.pdf,obsidian-vault/analysis/ICLR_2026/THOR_Tool-Integrated_Hierarchical_Optimization_via_RL_for_Mathematical_Reasoning.md
checked,,TINKER: Diffusion's Gift to 3D--Multi-View Consistent Editing From Sparse Inputs without Per-Scene Optimization,ICLR 2026,,https://openreview.net/forum?id=j7Vt2lp2jX,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/TINKER_Diffusions_Gift_to_3D--Multi-View_Consistent_Editing_From_Sparse_Inputs_without_Per-Scene_Optimization.pdf,obsidian-vault/analysis/ICLR_2026/TINKER_Diffusions_Gift_to_3D--Multi-View_Consistent_Editing_From_Sparse_Inputs_without_Per-Scene_Optimization.md
checked,,TRACEDET: HALLUCINATION DETECTION FROM THE DECODING TRACE OF DIFFUSION LARGE LANGUAGE MODELS,ICLR 2026,,https://openreview.net/forum?id=4puxTouUSV,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/TRACEDET_HALLUCINATION_DETECTION_FROM_THE_DECODING_TRACE_OF_DIFFUSION_LARGE_LANGUAGE_MODELS.pdf,obsidian-vault/analysis/ICLR_2026/TRACEDET_HALLUCINATION_DETECTION_FROM_THE_DECODING_TRACE_OF_DIFFUSION_LARGE_LANGUAGE_MODELS.md
checked,,TRACE: Your Diffusion Model is Secretly an Instance Edge Detector,ICLR 2026,,https://openreview.net/forum?id=BjElYlJKMj,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/TRACE_Your_Diffusion_Model_is_Secretly_an_Instance_Edge_Detector.pdf,obsidian-vault/analysis/ICLR_2026/TRACE_Your_Diffusion_Model_is_Secretly_an_Instance_Edge_Detector.md
checked,,TROLL: Trust Regions Improve Reinforcement Learning for Large Language Models,ICLR 2026,,https://openreview.net/forum?id=X9D5MVpPJ9,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/TROLL_Trust_Regions_Improve_Reinforcement_Learning_for_Large_Language_Models.pdf,obsidian-vault/analysis/ICLR_2026/TROLL_Trust_Regions_Improve_Reinforcement_Learning_for_Large_Language_Models.md
checked,,TSLM: Tree-Structured Language Modeling for Divergent Thinking,ICLR 2026,,https://openreview.net/forum?id=PV5Dy4lW3t,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/TSLM_Tree-Structured_Language_Modeling_for_Divergent_Thinking.pdf,obsidian-vault/analysis/ICLR_2026/TSLM_Tree-Structured_Language_Modeling_for_Divergent_Thinking.md
checked,,TTSDS2: Resources and Benchmark for Evaluating Human-Quality Text to Speech Systems,ICLR 2026,,https://openreview.net/forum?id=uGai5lYHlV,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/TTSDS2_Resources_and_Benchmark_for_Evaluating_Human-Quality_Text_to_Speech_Systems.pdf,obsidian-vault/analysis/ICLR_2026/TTSDS2_Resources_and_Benchmark_for_Evaluating_Human-Quality_Text_to_Speech_Systems.md
checked,,TaCo: A Benchmark for Lossless and Lossy Codecs of Heterogeneous Tactile Data,ICLR 2026,,https://openreview.net/forum?id=1PYXFkS6Hy,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/TaCo_A_Benchmark_for_Lossless_and_Lossy_Codecs_of_Heterogeneous_Tactile_Data.pdf,obsidian-vault/analysis/ICLR_2026/TaCo_A_Benchmark_for_Lossless_and_Lossy_Codecs_of_Heterogeneous_Tactile_Data.md
checked,,TabStruct: Measuring Structural Fidelity of Tabular Data,ICLR 2026,,https://openreview.net/forum?id=XOPH34Extq,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/TabStruct_Measuring_Structural_Fidelity_of_Tabular_Data.pdf,obsidian-vault/analysis/ICLR_2026/TabStruct_Measuring_Structural_Fidelity_of_Tabular_Data.md
checked,,Taming Hierarchical Image Coding Optimization: A Spectral Regularization Perspective,ICLR 2026,,https://openreview.net/forum?id=lO6I66lweK,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Taming_Hierarchical_Image_Coding_Optimization_A_Spectral_Regularization_Perspective.pdf,obsidian-vault/analysis/ICLR_2026/Taming_Hierarchical_Image_Coding_Optimization_A_Spectral_Regularization_Perspective.md
checked,,Taming Momentum: Rethinking Optimizer States Through Low-Rank Approximation,ICLR 2026,,https://openreview.net/forum?id=9Q0dNBYeEY,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Taming_Momentum_Rethinking_Optimizer_States_Through_Low-Rank_Approximation.pdf,obsidian-vault/analysis/ICLR_2026/Taming_Momentum_Rethinking_Optimizer_States_Through_Low-Rank_Approximation.md
checked,,Task-free Adaptive Meta Black-box Optimization,ICLR 2026,,https://openreview.net/forum?id=AufVSUgMUo,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Task-free_Adaptive_Meta_Black-box_Optimization.pdf,obsidian-vault/analysis/ICLR_2026/Task-free_Adaptive_Meta_Black-box_Optimization.md
checked,,Temperature as a Meta-Policy: Adaptive Temperature in LLM Reinforcement Learning,ICLR 2026,,https://openreview.net/forum?id=AoTHU2OmS6,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Temperature_as_a_Meta-Policy_Adaptive_Temperature_in_LLM_Reinforcement_Learning.pdf,obsidian-vault/analysis/ICLR_2026/Temperature_as_a_Meta-Policy_Adaptive_Temperature_in_LLM_Reinforcement_Learning.md
checked,,Temporal Concept Dynamics in Diffusion Models via Prompt-Conditioned Interventions,ICLR 2026,,https://openreview.net/forum?id=ABjaSsrYPD,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Temporal_Concept_Dynamics_in_Diffusion_Models_via_Prompt-Conditioned_Interventions.pdf,obsidian-vault/analysis/ICLR_2026/Temporal_Concept_Dynamics_in_Diffusion_Models_via_Prompt-Conditioned_Interventions.md
checked,,Temporal Sparse Autoencoders: Leveraging the Sequential Nature of Language for Interpretability,ICLR 2026,,https://openreview.net/forum?id=bojVI4l9Kn,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Temporal_Sparse_Autoencoders_Leveraging_the_Sequential_Nature_of_Language_for_Interpretability.pdf,obsidian-vault/analysis/ICLR_2026/Temporal_Sparse_Autoencoders_Leveraging_the_Sequential_Nature_of_Language_for_Interpretability.md
checked,,Temporal superposition and feature geometry of RNNs under memory demands,ICLR 2026,,https://openreview.net/forum?id=7cMzTpbJHC,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Temporal_superposition_and_feature_geometry_of_RNNs_under_memory_demands.pdf,obsidian-vault/analysis/ICLR_2026/Temporal_superposition_and_feature_geometry_of_RNNs_under_memory_demands.md
checked,,Test-Time Adaptation for LLM Agents via Environment Interaction,ICLR 2026,,https://openreview.net/forum?id=OH4PE0TDo0,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Test-Time_Adaptation_for_LLM_Agents_via_Environment_Interaction.pdf,obsidian-vault/analysis/ICLR_2026/Test-Time_Adaptation_for_LLM_Agents_via_Environment_Interaction.md
checked,,Test-Time Alignment for Large Language Models via Textual Model Predictive Control,ICLR 2026,,https://openreview.net/forum?id=DsS3xRPSs5,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Test-Time_Alignment_for_Large_Language_Models_via_Textual_Model_Predictive_Control.pdf,obsidian-vault/analysis/ICLR_2026/Test-Time_Alignment_for_Large_Language_Models_via_Textual_Model_Predictive_Control.md
checked,,Test-Time Mixture of World Models for Embodied Agents in Dynamic Environments,ICLR 2026,,https://openreview.net/forum?id=LQD1MrnbxH,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Test-Time_Mixture_of_World_Models_for_Embodied_Agents_in_Dynamic_Environments.pdf,obsidian-vault/analysis/ICLR_2026/Test-Time_Mixture_of_World_Models_for_Embodied_Agents_in_Dynamic_Environments.md
checked,,Test-Time Optimization of 3D Point Cloud LLM via Manifold-Aware In-Context Guidance and Refinement,ICLR 2026,,https://openreview.net/forum?id=qsra0EsUpe,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Test-Time_Optimization_of_3D_Point_Cloud_LLM_via_Manifold-Aware_In-Context_Guidance_and_Refinement.pdf,obsidian-vault/analysis/ICLR_2026/Test-Time_Optimization_of_3D_Point_Cloud_LLM_via_Manifold-Aware_In-Context_Guidance_and_Refinement.md
checked,,Text-to-3D by Stitching a Multi-view Reconstruction Network to a Video Generator,ICLR 2026,,https://openreview.net/forum?id=kI27Niy4xY,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Text-to-3D_by_Stitching_a_Multi-view_Reconstruction_Network_to_a_Video_Generator.pdf,obsidian-vault/analysis/ICLR_2026/Text-to-3D_by_Stitching_a_Multi-view_Reconstruction_Network_to_a_Video_Generator.md
checked,,The Art of Scaling Reinforcement Learning Compute for LLMs,ICLR 2026,,https://openreview.net/forum?id=FMjeC9Msws,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/The_Art_of_Scaling_Reinforcement_Learning_Compute_for_LLMs.pdf,obsidian-vault/analysis/ICLR_2026/The_Art_of_Scaling_Reinforcement_Learning_Compute_for_LLMs.md
checked,,The Coverage Principle: How Pre-Training Enables Post-Training,ICLR 2026,,https://openreview.net/forum?id=AUXvYQlQLZ,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/The_Coverage_Principle_How_Pre-Training_Enables_Post-Training.pdf,obsidian-vault/analysis/ICLR_2026/The_Coverage_Principle_How_Pre-Training_Enables_Post-Training.md
checked,,The Devil behind the mask: An emergent safety vulnerability of Diffusion LLMs,ICLR 2026,,https://openreview.net/forum?id=rIPeatvPy3,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/The_Devil_behind_the_mask_An_emergent_safety_vulnerability_of_Diffusion_LLMs.pdf,obsidian-vault/analysis/ICLR_2026/The_Devil_behind_the_mask_An_emergent_safety_vulnerability_of_Diffusion_LLMs.md
checked,,The Hot Mess of AI: How Does Misalignment Scale With Model Intelligence and Task Complexity?,ICLR 2026,,https://openreview.net/forum?id=sIBwirjYlY,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/The_Hot_Mess_of_AI_How_Does_Misalignment_Scale_With_Model_Intelligence_and_Task_Complexity.pdf,obsidian-vault/analysis/ICLR_2026/The_Hot_Mess_of_AI_How_Does_Misalignment_Scale_With_Model_Intelligence_and_Task_Complexity.md
checked,,"The Intricate Dance of Prompt Complexity, Quality, Diversity and Consistency in T2I Models",ICLR 2026,,https://openreview.net/forum?id=RBIBMCdw7y,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/The_Intricate_Dance_of_Prompt_Complexity_Quality_Diversity_and_Consistency_in_T2I_Models.pdf,obsidian-vault/analysis/ICLR_2026/The_Intricate_Dance_of_Prompt_Complexity_Quality_Diversity_and_Consistency_in_T2I_Models.md
checked,,The Polar Express: Optimal Matrix Sign Methods and their Application to the Muon Algorithm,ICLR 2026,,https://openreview.net/forum?id=yRtgZ1K8hO,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/The_Polar_Express_Optimal_Matrix_Sign_Methods_and_their_Application_to_the_Muon_Algorithm.pdf,obsidian-vault/analysis/ICLR_2026/The_Polar_Express_Optimal_Matrix_Sign_Methods_and_their_Application_to_the_Muon_Algorithm.md
checked,,"The Quest for Generalizable Motion Generation: Data, Model, and Evaluation",ICLR 2026,,,ICLR 2026,obsidian-vault//data/Life Me/ResearchWY Vault/obsidian-vault/paperPDFs/Motion_Generation/ICLR_2026/2026_The_Quest_for_Generalizable_Motion_Generation_Data_Model_and_Evaluation.pdf,obsidian-vault/analysis/ICLR_2026/The_Quest_for_Generalizable_Motion_Generation_Data_Model_and_Evaluation.md
checked,,The Shape of Adversarial Influence: Characterizing LLM Latent Spaces with Persistent Homology,ICLR 2026,,https://openreview.net/forum?id=v2PglvLLKT,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/The_Shape_of_Adversarial_Influence_Characterizing_LLM_Latent_Spaces_with_Persistent_Homology.pdf,obsidian-vault/analysis/ICLR_2026/The_Shape_of_Adversarial_Influence_Characterizing_LLM_Latent_Spaces_with_Persistent_Homology.md
checked,,The Spacetime of Diffusion Models: An Information Geometry Perspective,ICLR 2026,,https://openreview.net/forum?id=qCsbYJZRA5,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/The_Spacetime_of_Diffusion_Models_An_Information_Geometry_Perspective.pdf,obsidian-vault/analysis/ICLR_2026/The_Spacetime_of_Diffusion_Models_An_Information_Geometry_Perspective.md
checked,,Theoretical Guarantees for Causal Discovery on Large Random Graphs,ICLR 2026,,https://openreview.net/forum?id=V7pT2ZRoTB,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Theoretical_Guarantees_for_Causal_Discovery_on_Large_Random_Graphs.pdf,obsidian-vault/analysis/ICLR_2026/Theoretical_Guarantees_for_Causal_Discovery_on_Large_Random_Graphs.md
checked,,ThinKV: Thought-Adaptive KV Cache Compression for Efficient Reasoning Models,ICLR 2026,,https://openreview.net/forum?id=M3CeHnZKNC,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/ThinKV_Thought-Adaptive_KV_Cache_Compression_for_Efficient_Reasoning_Models.pdf,obsidian-vault/analysis/ICLR_2026/ThinKV_Thought-Adaptive_KV_Cache_Compression_for_Efficient_Reasoning_Models.md
checked,,Thinking-Free Policy Initialization Makes Distilled Reasoning Models More Effective and Efficient Reasoners,ICLR 2026,,https://openreview.net/forum?id=RKYO6R8Jgb,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Thinking-Free_Policy_Initialization_Makes_Distilled_Reasoning_Models_More_Effective_and_Efficient_Reasoners.pdf,obsidian-vault/analysis/ICLR_2026/Thinking-Free_Policy_Initialization_Makes_Distilled_Reasoning_Models_More_Effective_and_Efficient_Reasoners.md
checked,,Thinking on the Fly: Test-Time Reasoning Enhancement via Latent Thought Policy Optimization,ICLR 2026,,https://openreview.net/forum?id=r1WEQzkCQv,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Thinking_on_the_Fly_Test-Time_Reasoning_Enhancement_via_Latent_Thought_Policy_Optimization.pdf,obsidian-vault/analysis/ICLR_2026/Thinking_on_the_Fly_Test-Time_Reasoning_Enhancement_via_Latent_Thought_Policy_Optimization.md
checked,,Through the Lens of Contrast: Self-Improving Visual Reasoning in VLMs,ICLR 2026,,https://openreview.net/forum?id=ZymCPON45y,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Through_the_Lens_of_Contrast_Self-Improving_Visual_Reasoning_in_VLMs.pdf,obsidian-vault/analysis/ICLR_2026/Through_the_Lens_of_Contrast_Self-Improving_Visual_Reasoning_in_VLMs.md
checked,,TileLang: Bridge Programmability and Performance in Modern Neural Kernels,ICLR 2026,,https://openreview.net/forum?id=Jb1WkNSfUB,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/TileLang_Bridge_Programmability_and_Performance_in_Modern_Neural_Kernels.pdf,obsidian-vault/analysis/ICLR_2026/TileLang_Bridge_Programmability_and_Performance_in_Modern_Neural_Kernels.md
checked,,Time-to-Move: Training-Free Motion Controlled Video Generation via Dual-Clock Denoising,ICLR 2026,https://time-to-move.github.io/,https://arxiv.org/abs/2511.08633,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Time_to_Move_Training_Free_Motion_Controlled_Video_Generation_via_Dual_Clock_Denoising.pdf,obsidian-vault/analysis/ICLR_2026/Time-to-Move_Training-Free_Motion_Controlled_Video_Generation_via_Dual-Clock_Denoising.md
checked,,Time Is a Feature: Exploiting Temporal Dynamics in Diffusion Language Models,ICLR 2026,,https://openreview.net/forum?id=HsB6CtagP7,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Time_Is_a_Feature_Exploiting_Temporal_Dynamics_in_Diffusion_Language_Models.pdf,obsidian-vault/analysis/ICLR_2026/Time_Is_a_Feature_Exploiting_Temporal_Dynamics_in_Diffusion_Language_Models.md
checked,,To Infinity and Beyond: Tool-Use Unlocks Length Generalization in State Space Models,ICLR 2026,,https://openreview.net/forum?id=sSfep4udCb,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/To_Infinity_and_Beyond_Tool-Use_Unlocks_Length_Generalization_in_State_Space_Models.pdf,obsidian-vault/analysis/ICLR_2026/To_Infinity_and_Beyond_Tool-Use_Unlocks_Length_Generalization_in_State_Space_Models.md
checked,,To View Transform or Not to View Transform: NeRF-based Pre-training Perspective,ICLR 2026,,https://openreview.net/forum?id=G0HcRB3s3N,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/To_View_Transform_or_Not_to_View_Transform_NeRF-based_Pre-training_Perspective.pdf,obsidian-vault/analysis/ICLR_2026/To_View_Transform_or_Not_to_View_Transform_NeRF-based_Pre-training_Perspective.md
checked,,Token-Importance Guided Direct Preference Optimization,ICLR 2026,,https://openreview.net/forum?id=cMEnMVvMw9,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Token-Importance_Guided_Direct_Preference_Optimization.pdf,obsidian-vault/analysis/ICLR_2026/Token-Importance_Guided_Direct_Preference_Optimization.md
checked,,ToolTree: Efficient LLM Tool Planning via Dual-Feedback Monte Carlo Tree Search and Bidirectional Pruning,ICLR 2026,,https://openreview.net/forum?id=Ef5O9gNNLE,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/ToolTree_Efficient_LLM_Tool_Planning_via_Dual-Feedback_Monte_Carlo_Tree_Search_and_Bidirectional_Pruning.pdf,obsidian-vault/analysis/ICLR_2026/ToolTree_Efficient_LLM_Tool_Planning_via_Dual-Feedback_Monte_Carlo_Tree_Search_and_Bidirectional_Pruning.md
checked,,ToolWeaver: Weaving Collaborative Semantics for Scalable Tool Use in Large Language Models,ICLR 2026,,https://openreview.net/forum?id=Ge1DKuzWTO,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/ToolWeaver_Weaving_Collaborative_Semantics_for_Scalable_Tool_Use_in_Large_Language_Models.pdf,obsidian-vault/analysis/ICLR_2026/ToolWeaver_Weaving_Collaborative_Semantics_for_Scalable_Tool_Use_in_Large_Language_Models.md
checked,,Topological Anomaly Quantification for Semi-supervised Graph Anomaly Detection,ICLR 2026,,https://openreview.net/forum?id=ZURYrJgigi,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Topological_Anomaly_Quantification_for_Semi-supervised_Graph_Anomaly_Detection.pdf,obsidian-vault/analysis/ICLR_2026/Topological_Anomaly_Quantification_for_Semi-supervised_Graph_Anomaly_Detection.md
checked,,Toward Efficient Exploration by Large Language Model Agents,ICLR 2026,,https://openreview.net/forum?id=M3vwnscpL2,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Toward_Efficient_Exploration_by_Large_Language_Model_Agents.pdf,obsidian-vault/analysis/ICLR_2026/Toward_Efficient_Exploration_by_Large_Language_Model_Agents.md
checked,,Towards Bridging the Gap between Large-Scale Pretraining and Efficient Finetuning for Humanoid Control,ICLR 2026,,https://openreview.net/forum?id=NEOTsyyYH7,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Towards_Bridging_the_Gap_between_Large-Scale_Pretraining_and_Efficient_Finetuning_for_Humanoid_Control.pdf,obsidian-vault/analysis/ICLR_2026/Towards_Bridging_the_Gap_between_Large-Scale_Pretraining_and_Efficient_Finetuning_for_Humanoid_Control.md
checked,,Towards Multimodal Data-Driven Scientific Discovery Powered by LLM Agents,ICLR 2026,,https://openreview.net/forum?id=kZHSvETWdi,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Towards_Multimodal_Data-Driven_Scientific_Discovery_Powered_by_LLM_Agents.pdf,obsidian-vault/analysis/ICLR_2026/Towards_Multimodal_Data-Driven_Scientific_Discovery_Powered_by_LLM_Agents.md
checked,,Towards Physically Executable 3D Gaussian for Embodied Navigation,ICLR 2026,,https://openreview.net/forum?id=HB6KvsqcAn,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Towards_Physically_Executable_3D_Gaussian_for_Embodied_Navigation.pdf,obsidian-vault/analysis/ICLR_2026/Towards_Physically_Executable_3D_Gaussian_for_Embodied_Navigation.md
checked,,TraPO: A Semi-Supervised Reinforcement Learning Framework for Boosting LLM Reasoning,ICLR 2026,,https://openreview.net/forum?id=3K1y4KbWAx,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/TraPO_A_Semi-Supervised_Reinforcement_Learning_Framework_for_Boosting_LLM_Reasoning.pdf,obsidian-vault/analysis/ICLR_2026/TraPO_A_Semi-Supervised_Reinforcement_Learning_Framework_for_Boosting_LLM_Reasoning.md
checked,,Train-before-Test Harmonizes Language Model Rankings,ICLR 2026,,https://openreview.net/forum?id=ORv3SAzus1,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Train-before-Test_Harmonizes_Language_Model_Rankings.pdf,obsidian-vault/analysis/ICLR_2026/Train-before-Test_Harmonizes_Language_Model_Rankings.md
checked,,Training-Free Determination of Network Width via Neural Tangent Kernel,ICLR 2026,,https://openreview.net/forum?id=0elvad3gEu,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Training-Free_Determination_of_Network_Width_via_Neural_Tangent_Kernel.pdf,obsidian-vault/analysis/ICLR_2026/Training-Free_Determination_of_Network_Width_via_Neural_Tangent_Kernel.md
checked,,Training-free Counterfactual Explanation for Temporal Graph Model Inference,ICLR 2026,,https://openreview.net/forum?id=NqtYz3A8tQ,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Training-free_Counterfactual_Explanation_for_Temporal_Graph_Model_Inference.pdf,obsidian-vault/analysis/ICLR_2026/Training-free_Counterfactual_Explanation_for_Temporal_Graph_Model_Inference.md
checked,,Transformers are Inherently Succinct,ICLR 2026,,https://openreview.net/forum?id=Yxz92UuPLQ,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Transformers_are_Inherently_Succinct.pdf,obsidian-vault/analysis/ICLR_2026/Transformers_are_Inherently_Succinct.md
checked,,TreeGRPO: Tree-Advantage GRPO for Online RL Post-Training of Diffusion Models,ICLR 2026,,https://openreview.net/forum?id=3rZdp4TmUb,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/TreeGRPO_Tree-Advantage_GRPO_for_Online_RL_Post-Training_of_Diffusion_Models.pdf,obsidian-vault/analysis/ICLR_2026/TreeGRPO_Tree-Advantage_GRPO_for_Online_RL_Post-Training_of_Diffusion_Models.md
checked,,Tree Search for LLM Agent Reinforcement Learning,ICLR 2026,,https://openreview.net/forum?id=ZpQwAFhU13,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Tree_Search_for_LLM_Agent_Reinforcement_Learning.pdf,obsidian-vault/analysis/ICLR_2026/Tree_Search_for_LLM_Agent_Reinforcement_Learning.md
checked,,TRIC-MOTION: TRI-DOMAIN CAUSAL MODELING GROUNDED TEXT-TO-MOTION GENERATION,ICLR 2026,,,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/TriC_Motion_A_Causal_Diffusion_Framework_for_Text_to_Motion_Generation.pdf,obsidian-vault/analysis/ICLR_2026/TriC_Motion_A_Causal_Diffusion_Framework_for_Text_to_Motion_Generation.md
checked,,TriQDef: Disrupting Semantic and Gradient Alignment to Prevent Adversarial Patch Transferability in Quantized Neural Networks,ICLR 2026,,https://openreview.net/forum?id=acQP99PU8y,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/TriQDef_Disrupting_Semantic_and_Gradient_Alignment_to_Prevent_Adversarial_Patch_Transferability_in_Quantized_Neural_Networks.pdf,obsidian-vault/analysis/ICLR_2026/TriQDef_Disrupting_Semantic_and_Gradient_Alignment_to_Prevent_Adversarial_Patch_Transferability_in_Quantized_Neural_Networks.md
checked,,Triangle Multiplication is All You Need for Biomolecular Structure Representations,ICLR 2026,,https://openreview.net/forum?id=CrXcfMLR9q,ICLR 2026,obsidian-vault/paperPDFs/ICLR_2026/Triangle_Multiplication_is_All_You_Need_for_Biomolecular_Structure_Representations.pdf,obsidian-vault/analysis/ICLR_2026/Triangle_Multiplication_is_All_You_Need_for_Biomolecular_Structure_Representations.md
